GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,58.6716%,0.671587
>MEG_1220|Drugs|betalactams|Class_A_betalactamases|BEL,18.0622%,0.181818
>MEG_1221|Drugs|betalactams|Class_A_betalactamases|BEL,17.5837%,0.177033
>MEG_1222|Drugs|betalactams|Class_A_betalactamases|BEL,18.0622%,0.181818
>MEG_1223|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPC,2.43542%,0.0243542
>MEG_1224|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPD,12.7334%,0.127334
>MEG_1225|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE,4.26752%,0.0426752
>MEG_1226|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPF,21.8033%,0.218033
>MEG_1227|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPG,0.124649%,0.00124649
>MEG_1228|Drugs|betalactams|Class_A_betalactamases|BES,1.73812%,0.0382387
>MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,5.31915%,0.0896657
>MEG_122|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,13.3581%,0.391466
>MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,26.0776%,0.282328
>MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,53.3058%,0.533058
>MEG_1232|Drugs|betalactams|Class_A_betalactamases|BIC,2.64672%,0.0264672
>MEG_1233|Drugs|betalactams|Class_C_betalactamases|BIL,90.2655%,6.69912
>MEG_1234|Drugs|betalactams|Class_B_betalactamases|BJP1,2.87687%,0.0287687
>MEG_1235|Drugs|betalactams|Class_B_betalactamases|BJP1,15.42%,0.1542
>MEG_1236|Drugs|betalactams|Class_A_betalactamases|BKC,1.68729%,0.0191226
>MEG_1237|Drugs|betalactams|Class_A_betalactamases|BLA1,3.28228%,0.0328228
>MEG_1238|Drugs|betalactams|Class_B_betalactamases|BLA2,30.9934%,0.415894
>MEG_1239|Drugs|betalactams|Class_A_betalactamases|BLAA,15.6502%,0.179517
>MEG_123|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1.17647%,0.0117647
>MEG_1240|Drugs|betalactams|Class_A_betalactamases|BLAA,15.127%,0.15127
>MEG_1241|Drugs|betalactams|Class_A_betalactamases|BLAA,21.1738%,0.23015
>MEG_1242|Drugs|betalactams|Class_A_betalactamases|BLAA,4.51542%,0.0451542
>MEG_1243|Drugs|betalactams|Class_A_betalactamases|BLAA,13.9922%,0.139922
>MEG_1244|Drugs|betalactams|Class_A_betalactamases|BLAA,3.38983%,0.0338983
>MEG_1245|Drugs|betalactams|Class_A_betalactamases|BLAA,14.1542%,0.1542
>MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,14.8406%,0.148406
>MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,1.27085%,0.0127085
>MEG_1248|Drugs|betalactams|Class_A_betalactamases|BLAA,19.3326%,0.217491
>MEG_1249|Drugs|betalactams|Class_A_betalactamases|BLAA,14.0644%,0.164482
>MEG_124|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,31.0782%,0.334038
>MEG_1250|Drugs|betalactams|Class_B_betalactamases|BLAB,0.493583%,0.00493583
>MEG_1251|Drugs|betalactams|Class_B_betalactamases|BLAB,51.0899%,0.583106
>MEG_1252|Drugs|betalactams|Class_B_betalactamases|BLAB,30.2452%,0.391008
>MEG_1253|Drugs|betalactams|Class_B_betalactamases|BLAB,51.7711%,0.589918
>MEG_1254|Drugs|betalactams|Class_B_betalactamases|BLAB,45.1436%,0.645691
>MEG_1255|Drugs|betalactams|Class_B_betalactamases|BLAB,50.6812%,0.600817
>MEG_1256|Drugs|betalactams|Class_B_betalactamases|BLAB,13.624%,0.141689
>MEG_1257|Drugs|betalactams|Class_B_betalactamases|BLAB,14.3052%,0.148501
>MEG_1258|Drugs|betalactams|Class_B_betalactamases|BLAB,47.8796%,0.614227
>MEG_1259|Drugs|betalactams|Class_B_betalactamases|BLAB,48.9101%,0.583106
>MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,79.7774%,4.50649
>MEG_1260|Drugs|betalactams|Class_B_betalactamases|BLAB,13.624%,0.144414
>MEG_1261|Drugs|betalactams|Class_B_betalactamases|BLAB,41.4169%,0.622616
>MEG_1262|Drugs|betalactams|Class_B_betalactamases|BLAB,48.8372%,0.679891
>MEG_1263|Drugs|betalactams|Class_B_betalactamases|BLAB,43.2285%,0.690834
>MEG_1264|Drugs|betalactams|Class_B_betalactamases|BLAB,39.6717%,0.627907
>MEG_1265|Drugs|betalactams|Class_B_betalactamases|BLAB,53.9726%,0.719178
>MEG_1266|Drugs|betalactams|Class_B_betalactamases|BLAB,49.8638%,0.570845
>MEG_1267|Drugs|betalactams|Class_B_betalactamases|BLAB,53.8988%,0.71409
>MEG_1268|Drugs|betalactams|Class_B_betalactamases|BLAB,42.7793%,0.476839
>MEG_1269|Drugs|betalactams|Class_B_betalactamases|BLAB,41.6894%,0.46594
>MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,16.3265%,0.554731
>MEG_1270|Drugs|betalactams|Class_C_betalactamases|BLAC,6.95807%,0.108831
>MEG_1271|Drugs|betalactams|Class_C_betalactamases|BLAC,1.57205%,0.0157205
>MEG_1272|Drugs|betalactams|Class_A_betalactamases|BLACRP,1.7321%,0.0288684
>MEG_1273|Drugs|betalactams|Class_C_betalactamases|BLAE,0.354925%,0.00621118
>MEG_1274|Drugs|betalactams|Class_B_betalactamases|BLAEAM,0.10627%,0.0010627
>MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,22.0036%,0.257603
>MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,26.3864%,0.317531
>MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,22.1825%,0.265653
>MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,25.1342%,0.308587
>MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,19.8569%,0.229875
>MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,16.6976%,0.55102
>MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,21.1091%,0.246869
>MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,20.8408%,0.244186
>MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,21.6458%,0.256708
>MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,22.3614%,0.261181
>MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,20.3936%,0.239714
>MEG_1285|Drugs|betalactams|Class_B_betalactamases|BLAECM,1.5625%,0.015625
>MEG_1286|Drugs|betalactams|Class_A_betalactamases|BLAF,0.460299%,0.00460299
>MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,6.57534%,0.0657534
>MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,1.8543%,0.018543
>MEG_1289|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,34.2466%,0.353425
>MEG_128|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,15.5844%,0.538033
>MEG_1290|Drugs|betalactams|Class_A_betalactamases|BLAL,14.0333%,0.142412
>MEG_1291|Drugs|betalactams|Class_A_betalactamases|BLAL,12.7859%,0.129938
>MEG_1292|Drugs|betalactams|Class_A_betalactamases|BLAL,7.27651%,0.0748441
>MEG_1293|Drugs|betalactams|Class_A_betalactamases|BLAP,13.7665%,0.137665
>MEG_1294|Drugs|betalactams|Class_A_betalactamases|BLAP,4.95595%,0.0495595
>MEG_1295|Drugs|betalactams|Class_A_betalactamases|BLAPAM,6.13208%,0.0754717
>MEG_1296|Drugs|betalactams|Class_B_betalactamases|BLAPLA,28.3721%,0.313953
>MEG_1297|Drugs|betalactams|Class_B_betalactamases|BLAPLA,31.0465%,0.347674
>MEG_1298|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.509626%,0.00509626
>MEG_1299|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,1.72216%,0.0172216
>MEG_129|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,17.8108%,0.179963
>MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,31.9193%,0.36509
>MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,1.89437%,0.0189437
>MEG_1301|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,1.72216%,0.0172216
>MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,1.72216%,0.0172216
>MEG_1303|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,2.62707%,0.0262707
>MEG_1304|Drugs|betalactams|Class_A_betalactamases|BLAS,0.923788%,0.00923788
>MEG_1305|Drugs|betalactams|Class_A_betalactamases|BLASGM,2.73523%,0.0295405
>MEG_1306|Drugs|betalactams|Class_A_betalactamases|BLASGM,17.2867%,0.179431
>MEG_1307|Drugs|betalactams|Class_A_betalactamases|BLASGM,15.9737%,0.166302
>MEG_1308|Drugs|betalactams|Class_A_betalactamases|BLASGM,14%,0.185263
>MEG_1309|Drugs|betalactams|Class_A_betalactamases|BLASGM,7.97927%,0.0818653
>MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,83.1169%,4.25232
>MEG_1310|Drugs|betalactams|Class_A_betalactamases|BLASGM,11.2953%,0.131606
>MEG_1311|Drugs|betalactams|Class_A_betalactamases|BLASGM,15.9585%,0.178238
>MEG_1312|Drugs|betalactams|Class_A_betalactamases|BLASGM,17.1739%,0.178261
>MEG_1313|Drugs|betalactams|Class_A_betalactamases|BLASME,41.4269%,0.626007
>MEG_1314|Drugs|betalactams|Class_A_betalactamases|BLASME,41.7722%,0.629459
>MEG_1315|Drugs|betalactams|Class_A_betalactamases|BLASME,41.7722%,0.629459
>MEG_1316|Drugs|betalactams|Class_A_betalactamases|BLASME,40.7365%,0.619102
>MEG_1317|Drugs|betalactams|Class_A_betalactamases|BLASME,40.2762%,0.612198
>MEG_1318|Drugs|betalactams|Class_A_betalactamases|BLASME,36.9875%,0.533868
>MEG_1319|Drugs|betalactams|Class_A_betalactamases|BLASME,34.3933%,0.496234
>MEG_131|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,15.0278%,0.654917
>MEG_1320|Drugs|betalactams|Class_A_betalactamases|BLAZ,90%,4.16988
>MEG_1321|Drugs|betalactams|Class_A_betalactamases|BLAZ,91.6867%,4.13373
>MEG_1322|Drugs|betalactams|Class_A_betalactamases|BLAZ,3.34928%,0.0334928
>MEG_1323|Drugs|betalactams|Class_A_betalactamases|BLAZ,1.67464%,0.0167464
>MEG_1324|Drugs|betalactams|Class_A_betalactamases|BLAZ,83.3735%,3.62771
>MEG_1325|Drugs|betalactams|Class_A_betalactamases|BLAZ,83.6145%,4.00482
>MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,86.6265%,4.02771
>MEG_1327|Drugs|betalactams|Class_A_betalactamases|BLAZ,90.3614%,4.01084
>MEG_1328|Drugs|betalactams|Class_A_betalactamases|BLAZ,90.7229%,3.61928
>MEG_1329|Drugs|betalactams|Class_A_betalactamases|BLAZ,85.4217%,3.17711
>MEG_1330|Drugs|betalactams|Class_A_betalactamases|BLAZ,90%,4.54217
>MEG_1331|Drugs|betalactams|Class_A_betalactamases|BLAZ,76.2651%,3.41807
>MEG_1332|Drugs|betalactams|Class_A_betalactamases|BLAZ,87.1084%,4.52048
>MEG_1333|Drugs|betalactams|Class_A_betalactamases|BLAZ,72.4096%,2.83494
>MEG_1334|Drugs|betalactams|Class_A_betalactamases|BLAZ,76.506%,3.09639
>MEG_1335|Drugs|betalactams|Class_A_betalactamases|BLAZ,68.4337%,2.22892
>MEG_1336|Drugs|betalactams|Class_A_betalactamases|BLAZ,65.9036%,2.00482
>MEG_1337|Drugs|betalactams|Class_A_betalactamases|BLAZ,51.2048%,0.973494
>MEG_1338|Drugs|betalactams|Class_A_betalactamases|BLAZ,52.6506%,0.942169
>MEG_1339|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.9518%,0.633735
>MEG_133|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,9.82533%,0.172489
>MEG_1340|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.7108%,0.643373
>MEG_1341|Drugs|betalactams|Class_A_betalactamases|BLAZ,44.5783%,0.73012
>MEG_1342|Drugs|betalactams|Class_A_betalactamases|BLAZ,35.3012%,0.538554
>MEG_1343|Drugs|betalactams|Class_A_betalactamases|BLAZ,57.1084%,1.12651
>MEG_1344|Drugs|betalactams|Class_A_betalactamases|BLAZ,56.3855%,1.03855
>MEG_1345|Drugs|betalactams|Class_A_betalactamases|BLAZ,40%,0.726506
>MEG_1346|Drugs|betalactams|Class_A_betalactamases|BLAZ,67.2289%,1.44458
>MEG_1347|Drugs|betalactams|Class_A_betalactamases|BLAZ,49.6386%,0.807229
>MEG_1348|Drugs|betalactams|Class_A_betalactamases|BLAZ,49.8795%,0.76506
>MEG_1349|Drugs|betalactams|Class_A_betalactamases|BLAZ,53.6145%,0.959036
>MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,11.1354%,0.18559
>MEG_1350|Drugs|betalactams|Class_A_betalactamases|BLAZ,53.1325%,1.17831
>MEG_1351|Drugs|betalactams|Class_A_betalactamases|BLAZ,49.8795%,0.904819
>MEG_1352|Drugs|betalactams|Class_A_betalactamases|BLAZ,47.1084%,0.871084
>MEG_1353|Drugs|betalactams|Class_A_betalactamases|BLAZ,34.5783%,0.527711
>MEG_1354|Drugs|betalactams|Class_A_betalactamases|BLAZ,52.5301%,0.780723
>MEG_1355|Drugs|betalactams|Class_A_betalactamases|BLAZ,27.8313%,0.468675
>MEG_1356|Drugs|betalactams|Class_A_betalactamases|BLAZ,20%,0.283133
>MEG_1357|Drugs|betalactams|Class_A_betalactamases|BLAZ,28.1928%,0.33012
>MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.8313%,0.660241
>MEG_1359|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.3494%,0.43253
>MEG_135|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,11.5721%,0.189956
>MEG_1360|Drugs|betalactams|Class_A_betalactamases|BLAZ,88.4337%,3.34096
>MEG_1361|Drugs|betalactams|Class_A_betalactamases|BLAZ,88.5542%,3.28675
>MEG_1362|Drugs|betalactams|Class_A_betalactamases|BLAZ,81.5663%,3.10843
>MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,83.9759%,3.70602
>MEG_1364|Drugs|betalactams|Class_A_betalactamases|BLAZ,57.2289%,1.01446
>MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,73.1325%,2.26867
>MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,76.6265%,2.81446
>MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,84.2169%,3.3253
>MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,30.241%,0.43253
>MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.7108%,0.656627
>MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,20.9854%,0.228102
>MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,35.9036%,0.540964
>MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,34.6988%,0.455422
>MEG_1372|Drugs|betalactams|Class_A_betalactamases|BLAZ,28.0723%,0.362651
>MEG_1373|Drugs|betalactams|Class_A_betalactamases|BLAZ,38.7952%,0.533735
>MEG_1374|Drugs|betalactams|Class_A_betalactamases|BLAZ,29.2771%,0.424096
>MEG_1375|Drugs|betalactams|Class_A_betalactamases|BLAZ,26.1446%,0.374699
>MEG_1376|Drugs|betalactams|Class_A_betalactamases|BLAZ,44.8193%,0.686747
>MEG_1377|Drugs|betalactams|Class_A_betalactamases|BLAZ,35.6627%,0.461446
>MEG_1378|Drugs|betalactams|Class_A_betalactamases|BLAZ,55.0602%,1.2494
>MEG_1379|Drugs|betalactams|Class_A_betalactamases|BLAZ,54.3373%,1.03614
>MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,24.2701%,0.244526
>MEG_1380|Drugs|betalactams|Class_A_betalactamases|BLAZ,31.2048%,0.356627
>MEG_1381|Drugs|betalactams|Class_A_betalactamases|BLAZ,14.6988%,0.16988
>MEG_1382|Drugs|betalactams|Class_A_betalactamases|BLAZ,13.012%,0.153012
>MEG_1383|Drugs|betalactams|Class_A_betalactamases|BLAZ,30.6024%,0.443373
>MEG_1384|Drugs|betalactams|Class_A_betalactamases|BLAZ,58.7952%,0.90241
>MEG_1385|Drugs|betalactams|Class_A_betalactamases|BLAZ,27.5904%,0.342169
>MEG_1386|Drugs|betalactams|Class_A_betalactamases|BLAZ,53.012%,0.99759
>MEG_1387|Drugs|betalactams|Class_A_betalactamases|BLAZ,51.2048%,0.726506
>MEG_1388|Drugs|betalactams|Class_A_betalactamases|BLAZ,31.4458%,0.525301
>MEG_1389|Drugs|betalactams|Class_A_betalactamases|BLAZ,25.4217%,0.351807
>MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,31.3321%,0.380863
>MEG_1390|Drugs|betalactams|Class_A_betalactamases|BLAZ,65.0602%,1.58916
>MEG_1391|Drugs|betalactams|Class_A_betalactamases|BLAZ,65.7831%,1.53735
>MEG_1392|Drugs|betalactams|Class_A_betalactamases|BLAZ,25.4217%,0.396386
>MEG_1393|Drugs|betalactams|Class_A_betalactamases|BLAZ,24.3373%,0.280723
>MEG_1394|Drugs|betalactams|Class_A_betalactamases|BLAZ,55.3012%,1.11687
>MEG_1395|Drugs|betalactams|Class_A_betalactamases|BLAZ,76.0241%,1.69639
>MEG_1396|Drugs|betalactams|Class_A_betalactamases|BLAZ,68.0723%,1.67711
>MEG_1397|Drugs|betalactams|Class_A_betalactamases|BLAZ,60.4819%,1.32169
>MEG_1398|Drugs|betalactams|Class_A_betalactamases|BLAZ,62.4096%,0.977108
>MEG_1399|Drugs|betalactams|Class_A_betalactamases|BLAZ,60.6024%,1.03855
>MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,27.3921%,0.365854
>MEG_13|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,44.717%,0.44717
>MEG_1400|Drugs|betalactams|Class_A_betalactamases|BLAZ,32.1687%,0.384337
>MEG_1401|Drugs|betalactams|Class_A_betalactamases|BLAZ,2.04819%,0.0204819
>MEG_1402|Drugs|betalactams|Class_A_betalactamases|BLAZ,15.5422%,0.19759
>MEG_1403|Drugs|betalactams|Class_A_betalactamases|BLAZ,32.8916%,0.328916
>MEG_1404|Drugs|betalactams|Class_A_betalactamases|BLAZ,30.7229%,0.568675
>MEG_1405|Drugs|betalactams|Class_A_betalactamases|BLAZ,18.1928%,0.203614
>MEG_1406|Drugs|betalactams|Class_A_betalactamases|BLAZ,20.7229%,0.30241
>MEG_1407|Drugs|betalactams|Class_A_betalactamases|BLAZ,28.211%,0.356651
>MEG_1408|Drugs|betalactams|Class_A_betalactamases|BLAZ,16.6284%,0.197248
>MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,1.94954%,0.0194954
>MEG_140|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,27.2045%,0.34334
>MEG_1410|Drugs|betalactams|Class_A_betalactamases|BLAZ,2.1789%,0.021789
>MEG_1411|Drugs|betalactams|Class_A_betalactamases|BLAZ,49.656%,0.75
>MEG_1412|Drugs|betalactams|Class_A_betalactamases|BLAZ,1.92513%,0.0192513
>MEG_1413|Drugs|betalactams|Class_A_betalactamases|BLAZ,22.7376%,0.372172
>MEG_1414|Drugs|betalactams|Class_A_betalactamases|BLAZ,23.5294%,0.241297
>MEG_1415|Drugs|betalactams|Class_A_betalactamases|BLAZ,20%,0.26879
>MEG_1416|Drugs|betalactams|Class_A_betalactamases|BLAZ,20.241%,0.259036
>MEG_1417|Drugs|betalactams|Class_A_betalactamases|BLAZ,20.1205%,0.246988
>MEG_1418|Drugs|betalactams|Class_A_betalactamases|BLAZ,52.8916%,0.809639
>MEG_1419|Drugs|betalactams|Class_A_betalactamases|BLAZ,46.1446%,0.636145
>MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,30.2064%,0.369606
>MEG_1420|Drugs|betalactams|Class_A_betalactamases|BLAZ,31.2048%,0.372289
>MEG_1421|Drugs|betalactams|Class_A_betalactamases|BLAZ,32.2892%,0.383133
>MEG_1422|Drugs|betalactams|Class_A_betalactamases|BLAZ,49.3827%,0.876543
>MEG_1423|Drugs|betalactams|Class_A_betalactamases|BLAZ,43.494%,0.721687
>MEG_1424|Drugs|betalactams|Class_A_betalactamases|BLAZ,38.7952%,0.568675
>MEG_1425|Drugs|betalactams|Class_A_betalactamases|BLAZ,64.4578%,1.13614
>MEG_1426|Drugs|betalactams|Class_A_betalactamases|BLAZ,45.3012%,0.695181
>MEG_1427|Drugs|betalactams|Class_A_betalactamases|BLAZ,60.6024%,1.22651
>MEG_1428|Drugs|betalactams|Class_A_betalactamases|BLAZ,47.1084%,0.816867
>MEG_1429|Drugs|betalactams|Class_A_betalactamases|BLAZ,45.6627%,0.555422
>MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,33.7711%,0.43152
>MEG_1430|Drugs|betalactams|Class_A_betalactamases|BLAZ,31.4458%,0.363855
>MEG_1431|Drugs|betalactams|Class_A_betalactamases|BLAZ,35.7831%,0.456627
>MEG_1432|Drugs|betalactams|Class_A_betalactamases|BLAZ,29.3976%,0.39759
>MEG_1433|Drugs|betalactams|Class_A_betalactamases|BLAZ,36.3855%,0.650602
>MEG_1434|Drugs|betalactams|Class_A_betalactamases|BLAZ,43.494%,0.578313
>MEG_1435|Drugs|betalactams|Class_A_betalactamases|BLAZ,52.2892%,0.872289
>MEG_1436|Drugs|betalactams|Class_A_betalactamases|BLAZ,25.7831%,0.303614
>MEG_1437|Drugs|betalactams|Class_A_betalactamases|BLAZ,23.012%,0.23012
>MEG_1438|Drugs|betalactams|Class_A_betalactamases|BLAZ,24.6988%,0.326506
>MEG_1439|Drugs|betalactams|Class_A_betalactamases|BLAZ,27.1084%,0.333735
>MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,34.7092%,0.444653
>MEG_1440|Drugs|betalactams|Class_A_betalactamases|BLAZ,36.6265%,0.520482
>MEG_1441|Drugs|betalactams|Class_A_betalactamases|BLAZ,30.7229%,0.375904
>MEG_1442|Drugs|betalactams|Class_A_betalactamases|BLAZ,24.2169%,0.261446
>MEG_1443|Drugs|betalactams|Class_A_betalactamases|BLAZ,21.9277%,0.236145
>MEG_1444|Drugs|betalactams|Class_A_betalactamases|BLAZ,30.7229%,0.359036
>MEG_1445|Drugs|betalactams|Class_A_betalactamases|BLAZ,36.6265%,0.46506
>MEG_1446|Drugs|betalactams|Class_A_betalactamases|BLAZ,38.1928%,0.660241
>MEG_1447|Drugs|betalactams|Class_A_betalactamases|BLAZ,45.7831%,0.822892
>MEG_1448|Drugs|betalactams|Class_A_betalactamases|BLAZ,62.0482%,0.995181
>MEG_1449|Drugs|betalactams|Class_A_betalactamases|BLAZ,69.1566%,1.30964
>MEG_144|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,27.955%,0.363977
>MEG_1450|Drugs|betalactams|Class_A_betalactamases|BLAZ,27.4699%,0.386747
>MEG_1451|Drugs|betalactams|Class_A_betalactamases|BLAZ,35.7831%,0.522892
>MEG_1452|Drugs|betalactams|Class_A_betalactamases|BLAZ,51.9277%,0.861446
>MEG_1453|Drugs|betalactams|Class_A_betalactamases|BLAZ,22.6506%,0.245783
>MEG_1454|Drugs|betalactams|Class_A_betalactamases|BLAZ,33.253%,0.560241
>MEG_1455|Drugs|betalactams|Class_A_betalactamases|BLAZ,56.0241%,0.848193
>MEG_1456|Drugs|betalactams|Class_A_betalactamases|BLAZ,37.2289%,0.468675
>MEG_1457|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,32.3288%,0.336986
>MEG_1458|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,7.52089%,0.0752089
>MEG_1459|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,1.983%,0.01983
>MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1.89753%,0.0189753
>MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,35.4756%,0.357326
>MEG_1461|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLM,2.80899%,0.0280899
>MEG_1462|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLM,11.6147%,0.116147
>MEG_1463|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,13.5636%,0.139848
>MEG_1464|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,12.4517%,0.128384
>MEG_1465|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,22.3476%,0.361174
>MEG_1466|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,19.6388%,0.293454
>MEG_1467|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,16.129%,0.16129
>MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,16.129%,0.16129
>MEG_1469|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,3.98614%,0.0398614
>MEG_146|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,45.8824%,1.04
>MEG_1470|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,0.365408%,0.00365408
>MEG_1471|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,3.98614%,0.0398614
>MEG_1472|Drugs|betalactams|Class_D_betalactamases|BPU,3.62225%,0.0375162
>MEG_1473|Drugs|betalactams|Class_A_betalactamases|BRO,7.88337%,0.0788337
>MEG_1474|Drugs|betalactams|Class_A_betalactamases|BRO,7.77538%,0.0777538
>MEG_1475|Drugs|betalactams|Class_A_betalactamases|BRO,9.14962%,0.0914962
>MEG_1476|Drugs|betalactams|Class_A_betalactamases|BRO,7.96555%,0.0796555
>MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,6.57143%,0.0657143
>MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,36.0313%,0.362924
>MEG_1479|Drugs|betalactams|Class_D_betalactamases|BSU,15.2284%,0.152284
